Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Data Period,VIN Decoded,Make - Unknown,Automation Feature Version,Automation Feature Version CBI,Engagement Status,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Partly Cloudy,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Reason Not In Hub
30270-11994,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S14R1,,,JAGUAR,I-PACE, ,2024.0, ,7c37f89af1b8b96,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,12:17, ,1253e75e616baae,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,,,,,,Y, , , , , ,,,,SUV,Property Damage. No Injured Reported,,Passing,,, , , , , , , ,Y, , , ,Parked,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0.0, , ,Y, , , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 25, 2025 at 12:17 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving an SUV in a parking lot at 2928 E. Osborne Road. 
The Waymo AV was stopped facing north in a parking lot at 2928 E. Osborne Road for a passenger drop-off with its hazard lights activated. An SUV was traveling eastbound on E. Osborne Road, made a left turn into the parking lot and proceeded to pass the Waymo AV on the left. While the SUV was passing the Waymo AV, a passenger in the Waymo AV opened the rear left door and the open rear left door of the stationary Waymo AV made contact with the right side of the SUV. The passenger in the Waymo AV was not belted at the time of the collision, as the passenger was preparing to exit the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11995,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S10R1,,,JAGUAR,I-PACE, ,2024.0, ,51811b9254fc2f9,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,22:26, ,5dd7038d2ace4ed,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , , , , ,,,,Pickup Truck,Property Damage. No Injured Reported,,Making Right Turn,,, , , , , , , ,Y, , , ,Making Right Turn,"No Subject Vehicle, No Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - All Belted,4.0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 24, 2025 at 10:26 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck on Powell Street at Sutter Street.
The Waymo AV was stopped facing south on Powell Street for a red light at the intersection with Sutter Street with its right turn signal activated. After the light turned green, the Waymo AV remained stopped, yielding to pedestrians crossing Sutter Street in the marked crosswalk. A pickup truck that was stopped directly behind the stationary Waymo AV maneuvered left over a row of pylons marking the designated transit-only lane to pass the Waymo AV. While the pickup truck began passing the Waymo AV, pedestrian traffic cleared from the crosswalk and the Waymo AV proceeded forward to initiate the right turn onto Sutter Street. As the Waymo was entering the right turn, the pickup truck initiated a right turn from the designated transit-only lane onto Sutter Street, and the right side of the pickup truck made contact with the front left of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11996,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S10R1,,,JAGUAR,I-PACE, ,2024.0, ,d809f090f988fd5,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,00:37, ,27d6570e40d2bf3,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Austin, ,TX,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,, , , , ,Y, ,,,,"Other, see Narrative",Property Damage. No Injured Reported,,"Other, see Narrative",,, , , , , , , , , , ,Y,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,20.0, , , , , , , ,Y, ,Y,Y, , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 25, 2025 at 12:37 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas traveled through standing water on Harris Boulevard at W. 30th Street. 
The Waymo AV was traveling southwestbound on Harris Boulevard and proceeding straight through the intersection with W. 30th Street when it approached standing water in the Waymo AV''s lane of travel. As the Waymo AV traveled through the standing water, which made contact with the front, rear, and bottom of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , , , , , ,Y, , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11997,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S10R1,,,JAGUAR,I-PACE, ,2024.0, ,e93f9538f643ca4,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,09:11, ,9dd54dcd7afd557,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,,,,,, , , , ,Y, ,,,,"Other, see Narrative",Unknown,,"Other, see Narrative",,, , , , , , , , , , ,Y,Stopped,"No Subject Vehicle, Unknown Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - All Belted,0.0, , , , , , , , , , , ,Y, , ,Y, ,Y, , , ,,California Highway Patrol, ,,,,,,,,Yes, ,"On October 25, 2025 at 9:11 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was stopped in-lane when a collision occurred between an SUV and a pickup truck on US-101 South near the Merchant Road on-ramp.
The Waymo AV was traveling north on Merchant Road near the intersection with Cranston Road. The Waymo AV slowed and continued past the intersection with Cranston Road and continued onto the US-101 South on-ramp at Merchant Road. The Waymo AV came to a stop at the stop sign at the entrance to US-101 South and then proceeded approximately 30 meters in the right-most lane of US-101 South and came to a stop in a location with no right-hand shoulder. The Waymo AV remained stopped and four vehicles (two buses, two passenger vehicles) entered US-101 South from the Merchant Road on-ramp and passed the Waymo AV on the left. After the Waymo AV had been stopped for a period of two minutes and 18 seconds, a white SUV entered US-101 South from the Merchant Road on-ramp. After the SUV proceeded past the stop sign onto US-101 South, it merged into the lane to the left of the Waymo AV. As the SUV entered the lane to the left of the Waymo AV, the front left corner of the SUV made contact with the right side of a pickup truck traveling in the lane to the left of the Waymo AV. The pickup truck then lost control, traveling into the right lane and through the barrier on the rightmost side of the bridge carrying US-101 over Lincoln Boulevard, then fell to the roadway below. The SUV came to a stop and remained stopped in the lane to the left of the Waymo AV. The passenger of the Waymo AV exited the vehicle after the collision. The Waymo AV proceeded on US-101 South in autonomous mode.

At the time of the impact between the SUV and pickup truck, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The SUV and pickup truck sustained damage. Shortly after the collision, Waymo received notice that minor injuries were reported by passengers of the pickup truck.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , , ,Y, , ,Y, , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11998,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S19R1,,,JAGUAR,I-PACE, ,2024.0, ,7625ec85951a6b0,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,10:24, ,b33311e46ea3535,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,1.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 27, 2025 at 10:24 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Laguna Street at Pine Street. 
The Waymo AV was traveling southbound on Laguna Street when it began to slow for a yellow light at the intersection with Pine Street. As the traffic light turned red and the Waymo AV continued slowing, a passenger car that was traveling southbound on Laguna Street behind the Waymo AV approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11999,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S16R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,51ae6d3ea18e62e,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,09:15, ,f41f1630738f1f1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , , , , ,,,,"Other, see Narrative",Property Damage. No Injured Reported,,"Other, see Narrative",,, , , , , , , , , , ,Y,Proceeding Straight,"No Subject Vehicle, Unknown Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,20.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 21, 2025 at 9:15 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a basketball on Palou Avenue at Quint Street. 
The Waymo AV was traveling northwestbound on Palou Avenue, proceeding straight through the intersection with Quint Street. As the Waymo AV was exiting the intersection and continuing on Palou Avenue, a basketball that rolled into the Waymo AV's lane of travel made contact with the left side rear tire of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The basketball sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-12000,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S14R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,497e6e5cfab8d6c,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,06:21, ,eacd38d082d8a4d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,SUV,Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Parked,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,Phoenix Police Department, ,,,,,,,,Yes, ,"On October 24, 2025 at 6:21 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving an SUV on N. 41st Street near E. Campo Bello Drive.
The Waymo AV was parked at the curb facing north on N. 41st Street when an SUV that was parked facing north in front of the Waymo AV reversed, and the rear of the SUV made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-12007,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S18R1,,,JAGUAR,I-PACE, ,2024.0, ,ddec96410df0c7c,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,16:00, ,45e88d54187c94f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Making Left Turn,,, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - No Passenger In Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 28, 2025 at 4:00 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a heavy truck on Wilshire Boulevard at Bundy Drive. 
The Waymo AV was stopped facing northwest in the rightmost lane on Bundy Drive for a red light at the intersection with Wilshire Boulevard with its right turn signal activated. After cross traffic on Wilshire Boulevard cleared, the Waymo AV proceeded to make a right turn onto Wilshire Avenue. While the Waymo AV was turning, a heavy truck that was initially stopped facing southeast on Bundy Drive in the designated left turn lane proceeded into the intersection to make a left turn onto Wilshire Boulevard. After completing the right turn, the Waymo AV came to a stop in the second from the right lane for a queue of traffic. The heavy truck continued to turn left into the rightmost lane on Wilshire Boulevard, a designated bus lane, and the left side of the heavy truck made contact with the rear right side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-12008,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S11R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,f1ee4f3524445ac,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,00:09, ,dd60301d1790d57,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 25, 2025 at 12:09 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Lombard Street near Polk Street. 
The Waymo AV was traveling eastbound on Lombard Street when it slowed to a stop to yield to a passenger car that slowed to stop in-lane facing east on Lombard Street. While the Waymo AV was stopped, the passenger car reversed and the rear of the passenger car made contact with the front of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-12011,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S10R1,,,JAGUAR,I-PACE, ,2024.0, ,18006b05dea18c1,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,10:46, ,1db3847d4bf1127,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mountain View, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Making Right Turn,,, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 28, 2025 at 10:46 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Mountain View, California was in a collision involving a passenger car on S. Whisman Road at E. Dana Street.
The Waymo AV was stopped facing west in the right turn lane on S. Whisman Road for a red light at the intersection with E. Dana Street. The Waymo AV initiated a right turn and then came to a stop again before entering E. Dana Street. A passenger car that was making a right turn directly behind the Waymo AV proceeded forward and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-12012,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S15R1,,,JAGUAR,I-PACE, ,2024.0, ,86ebcd25fb576c4,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,06:08, ,57e4cb7d01bf5d8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Pickup Truck,Minor W/O Hospitalization,,Proceeding Straight,,, , ,Y, , , , , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,1.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,Phoenix Police Department, ,,,,,,,,Yes, ,"On October 29, 2025 at 6:08 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a pickup truck on 7th Street at E. Missouri Avenue. 
The Waymo AV was traveling northbound on 7th Street in the rightmost lane when it slowed for a queue of traffic at the intersection with E. Missouri Avenue. As the Waymo AV was slowing, a pickup truck traveling northbound on 7th Street, partially in the rightmost lane and partially in the second from the right lane, approached the Waymo AV from behind and the front right of the pickup truck made contact with the rear left of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passenger in the Waymo AV alleged a minor injury.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-12013,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S13R1,,,JAGUAR,I-PACE, ,2024.0, ,5b17610c6bb8c35,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,09:28, ,aae416a964f693a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Passing,,, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 29, 2025 at 9:28 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on Post Street near Mason Street. 
The Waymo AV was traveling eastbound in the left lane on Post Street with its left turn signal activated when it slowed and maneuvered towards the north curb for a passenger pickup. The Waymo AV maneuvered to the right momentarily and came to a stop partially in-lane. While the Waymo AV was stopped, a heavy truck that had initially slowed behind the Waymo AV proceeded to pass the Waymo AV to the right and the left side of the heavy truck trailer made contact with the front right of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
